2.477076355991711409e+02 1.082209150337662518e+00 4.853935743878304288e-02
2.718588242732942604e+02 1.090013260122051131e+00 4.574544148005563887e-02
2.983647240283340238e+02 1.097684042494272871e+00 4.310815495338992526e-02
3.274549162877731874e+02 1.105224160582142678e+00 4.061912307248390086e-02
3.593813663804629073e+02 1.112636208940498861e+00 3.827037798883973357e-02
3.944206059437660201e+02 1.119922715728029594e+00 3.605434337884489554e-02
4.328761281083061476e+02 1.127086144825162783e+00 3.396381909673486243e-02
4.750810162102798131e+02 1.134128897891024224e+00 3.199196597267886522e-02
5.214008287999689628e+02 1.141053316358230818e+00 3.013229082228440978e-02
5.722367659350220492e+02 1.147861683364925112e+00 2.837863172246173765e-02
6.280291441834259558e+02 1.154556225623988519e+00 2.672514359865304015e-02
6.892612104349701667e+02 1.161139115229785412e+00 2.516628415975693742e-02
7.564633275546290179e+02 1.167612471403141283e+00 2.369680020951776822e-02
8.302175681319752130e+02 1.173978362175531531e+00 2.231171435657860677e-02
9.111627561154896284e+02 1.180238806013672814e+00 2.100631213970260980e-02
1.000000000000000000e+03 1.186395773385880759e+00 1.977612957974587277e-02
